slice,section,recordId,dhikrOpening,arabicTextStatus,tashkeelStatus,sourceStatus,hadithReference,narratorStatus,gradeStatus,countStatus,occasionStatus,categoryStatus,englishMeaningStatus,transliterationStatus,severity,recommendedAction,evidenceSources
misc_hadith_1,Misc,allahumma-inni-audhu-bika-min-al-hamm,اللهم إني أعوذ بك من الهم والحزن...,Confirmed **exact** match,No Tashkeel present,"Vague — plain ""صحيح البخاري وصحيح مسلم"", no numbers","Bukhari (and per DITHAR, also Muslim — search results in this pass confirmed the Bukhari route from Anas clearly; the Muslim parallel was not independently pinned to a number this pass)",**Missing** — Anas ibn Malik,Sahih,No fixed count — correct,"General (distress, debtRizq) — the ""ضلع الدين وغلبة الرجال"" clause does support the debtRizq association reasonably",Correct,Accurate,Accurate,Medium,Add narrator (Anas ibn Malik) and specific numbers,khaledalsabt.com; hadithprophet.com/hadith-36845
misc_hadith_1,Misc,audhu-billahi-min-al-shaytan-al-rajim,أعوذ بالله من الشيطان الرجيم,"**Wording likely too short for the specific occasion cited** — the actual anger-specific hadith (Sulayman ibn Surad, Bukhari/Muslim/Abu Dawud) has the Prophet's prescribed formula as ""**اللهم إني أعوذ بك من الشيطان الرجيم**"" (addressed to Allah, ""O Allah, I seek refuge in You..."") — DITHAR's shorter ""أعوذ بالله من الشيطان الرجيم"" is the generic Qur'an-recitation isti'adhah convention (an-Nahl 16:98), not the specific anger-hadith's own wording",No Tashkeel present,"**Too vague — ""ثابت في السنة"" is explicitly the kind of citation §11 says NOT to accept as sufficient for production**",Should be the Sulayman ibn Surad narration — Abu Dawud (~4780 range) / Bukhari 6115 / Muslim 2610 (exact numbers not pinned down this pass),Missing,Not established in DITHAR at all,N/A,"occasion_ar ""عند الغضب ووسوسة الشيطان"" (anger + whispers) is a *reasonable general association* for seeking refuge from Satan, but the SPECIFIC anger-hadith's own wording is longer than what's shown — this is exactly the §3 ""shortened version"" risk pattern",Correct (protection),Accurate,Accurate,**High**,"Locate and cite the specific Sulayman ibn Surad anger-hadith (Bukhari/Muslim/Abu Dawud) with its exact wording ""اللهم إني أعوذ بك من الشيطان الرجيم""; either match DITHAR's Arabic to that wording or reclassify this record's occasion/source honestly as ""general isti'adhah convention"" rather than ""the Prophet's specific anger-remedy""",binbaz.org.sa/fatwas/18877; hadithprophet.com/hadith-4149
misc_hadith_1,Misc,allahumma-rabb-al-nas-adhhib-al-bas,اللهم رب الناس، أذهب الباس...,"Matching content; **word-order variant attested** — most-cited Bukhari/Abu Dawud renderings open ""أذهب الباس رب الناس"" (imperative-first) rather than DITHAR's ""اللهم رب الناس أذهب الباس"" (vocative-first); both orders appear across different narration chains of this widely-repeated hadith, so this reads as normal narration variance rather than an error, but worth a primary-text check",No Tashkeel present,"Vague — plain ""صحيح البخاري وصحيح مسلم"", no numbers","'A'isha, multiple Bukhari/Muslim placements",Missing ('A'isha),Sahih (agreed-upon),No fixed count — correct,Correctly scoped: explicitly the Prophet's own ruqyah when visiting/reciting over the sick (category A),Correct (healing),Accurate,Accurate,Low,Double-check word order against sunnah.com's primary Arabic text; add narrator ('A'isha) and numbers,"dorar.net/hadith/sharh/117406, 121786"
misc_hadith_1,Misc,bismillahi-arqik,باسم الله أرقيك...,"Confirmed matching content; minor spelling note: DITHAR ""باسم الله"" (full spelling) vs the more commonly quoted ""بسم الله"" (elided) — both are legitimate spellings of the same phrase, not a wording change, but worth normalizing to the collection's own convention if precision matters",No Tashkeel present,"Correct, specific","Sahih Muslim 2186, Abu Sa'id al-Khudri",Present and correct,Sahih,No fixed count — correct,"Correctly scoped: this is the Jibril-ruqyah hadith, category A",Correct (healing),Accurate,Accurate,Low,"Consider ""بسم الله"" spelling to match the primary text exactly",x.com/saheh_hadith; sunnah.com search
misc_hadith_1,Misc,asalu-allah-al-adhim-an-yashfiyak,أسأل الله العظيم رب العرش العظيم أن يشفيك,Confirmed **exact** match,No Tashkeel present,"Correct, specific","Abu Dawud 3106 (also Tirmidhi 2083, Ahmad 2137, al-Hakim)",**Missing** — Ibn 'Abbas,Grade not stated by DITHAR at all (blank hadith_grade concept) — search did not surface a clear-cut Albani/Arna'ut grading statement in this pass; flagged,"DITHAR's ""7 مرات عند عيادة المريض"" is **exactly correct** — the hadith explicitly says ""سبع مرار"" (seven times) in the specific context of visiting a sick person whose time hasn't come — excellent §6 compliance","Correctly scoped: explicit prescribed occasion (visiting the sick), category A",Correct (healing),Accurate,Accurate,Medium,Add narrator (Ibn 'Abbas) and an explicit grading statement,surahquran.com/Sharh-Hadith-11486
misc_hadith_1,Misc,la-bas-tahurun-inshallah,لا بأس، طهور إن شاء الله,High-confidence match to the extremely well-known Bukhari hadith (Ibn 'Abbas/'A'isha visiting-the-sick narrations) — **not independently re-searched this pass**,No Tashkeel present,"Vague — plain ""صحيح البخاري"", no number",Bukhari (visiting-the-sick chapter),Missing,Presumed Sahih,"DITHAR ""بلا عدد"" — correct, this is a one-time consoling remark, not a repeated formula",Correctly scoped (healing),Correct,Accurate,Accurate,Low,Spot-check + add number/narrator,Not independently searched — flagged
misc_hadith_1,Misc,dua-al-janaza,اللهم اغفر له وارحمه وعافه واعف عنه...,Confirmed **exact** word-for-word match,No Tashkeel present,"Correct, specific","Sahih Muslim 963, 'Awf ibn Malik",Present and correct,Sahih,"DITHAR ""بحسب الدعاء في صلاة الجنازة"" is appropriately scoped — no fixed repeat count claimed",Correctly scoped: this IS the funeral-prayer du'a per the hadith itself (category A),Correct (deceased),Accurate,Accurate,**Clean** — exemplary,—,mawdoo3.com; muslim.lna.io/883
misc_hadith_1,Misc,allahumma-ighfir-li-abi-salama,اللهم اغفر لأبي سلمة...,"Confirmed **exact** match (minor orthographic variant: DITHAR ""وأفسح"" vs some sources ""وافسح"" — same word, hamza-writing convention only, not a wording change)",No Tashkeel present,"Vague — plain ""صحيح مسلم"", no number","Sahih Muslim, Umm Salamah",**Missing** — Umm Salamah,Sahih,"count_ar is `None`/absent — appropriate, no count claimed","Correctly scoped: this is a proper-name du'a specific to Abu Salamah's death, shown as a template — acceptable general placement in `deceased` since it models the pattern rather than claiming universal prescription",Correct,Accurate,Accurate,Medium,Add narrator (Umm Salamah) and hadith number; note this is a named individual's du'a used as a template,khaledalsabt.com; alathar.net
misc_hadith_1,Misc,inna-lillahi-wa-inna-ilayhi-rajiun,إنا لله وإنا إليه راجعون، اللهم أجرني...,Confirmed **exact** match,No Tashkeel present,"Vague — plain ""صحيح مسلم"", no number","Sahih Muslim, Umm Salamah",**Missing**,Sahih,count_ar absent — appropriate,"Correctly scoped: this IS the Qur'anically-rooted (2:156) hadith-extended mourning formula, category A",Correct (deceased),Accurate,Accurate,Medium,Add narrator (Umm Salamah) and number,masrawy.com; khaledalsabt.com
misc_hadith_1,Misc,bismillahi-allahumma-jannibna-al-shaytan,بسم الله، اللهم جنبنا الشيطان...,Confirmed **exact** match to the core prescribed formula,No Tashkeel present,"Vague — plain ""صحيح البخاري وصحيح مسلم"", no numbers","Bukhari 6388 / Muslim 1434, Ibn 'Abbas",**Missing**,Sahih (agreed-upon),"DITHAR ""مرة عند المناسبة"" (once, on the occasion) is correct — matches the hadith's own ""قال"" (single utterance before intimacy)",Correctly scoped: explicit prescribed occasion (category A),Correct (family),Accurate,Accurate,Medium,Add narrator (Ibn 'Abbas) and numbers,islamweb.net library 80/851
misc_hadith_1,Misc,dua-al-rukub,سبحان الذي سخر لنا هذا وما كنا له مقرنين...,"Confirmed as a legitimate, valid PARTIAL excerpt (this opening tasbih is itself Qur'an 43:13–14, embedded at the start of the fuller Muslim/Abu Dawud/Tirmidhi travel-mounting du'a; DITHAR's shorter excerpt is not a misquote, just a deliberate partial)","No Tashkeel present (also: since this opening clause is literally Qur'anic text, it should arguably be flagged `isQuranic` or at least tashkeel-sourced from the Qur'an directly once tashkeel work resumes — noting for that future pass)","**Too vague — ""ثابت في السنة"" (§11 risk)** despite a concrete citation being readily available","Sahih Muslim (Ibn 'Umar) / Abu Dawud / Tirmidhi (""حديث حسن"" per Tirmidhi)",Missing (Ibn 'Umar),Not stated by DITHAR,count_ar absent — appropriate (said once when mounting),Correctly scoped (travel),Correct,Accurate,Accurate,Medium,Cite the specific collection+number; note the opening clause's Qur'anic origin (43:13–14) for the eventual Tashkeel pass,binbaz.org.sa/fatwas/19956; alukah.net
misc_hadith_1,Misc,ayibun-taibun-abidun,آيبون تائبون عابدون لربنا حامدون,Confirmed **exact** match,No Tashkeel present,"Vague — plain ""صحيح مسلم"", no number","Bukhari/Muslim, narrated through **Anas ibn Malik** (also attested via Ibn 'Umar in other placements) — my own initial search query guessed ""Ibn 'Umar"" as narrator, which the search results corrected",**Missing** — should be Anas ibn Malik (primary),Sahih (agreed-upon),"count_ar absent — appropriate (repeated continuously while traveling per the hadith, not a fixed count)","Correctly scoped: explicit prescribed occasion (returning from travel), category A",Correct (travel),Accurate,Accurate,Low,Add narrator (Anas ibn Malik),"hadithprophet.com/hadith-33808, 49649, 61640"
misc_hadith_2,Misc,khuruj-min-al-manzil,بسم الله، توكلت على الله...,"Accurate; matches Shu'ayb al-Arnaut's citation exactly. One scholarly citation (Al-Albani, Sahih al-Jami') omits the initial ""و"" on ""ولا حول"" — minor transmission-variant, not an error","No Tashkeel present (readability only, not a wording issue)","Present but generic (""أبو داود (5095)، والترمذي (3426)، والنسائي؛ صححه الألباني"") — accurate as far as it goes","Sunan Abi Dawud 5095, Jami' al-Tirmidhi 3426, al-Nasa'i in al-Sunan al-Kubra 9917",**Missing** — narrator is Anas ibn Malik; `narrator_ar`/`narrator_en` are null,"Hasan sahih (Shu'ayb al-Arnaut); sahih (al-Albani, Sahih al-Jami') — DITHAR's ""صححه الألباني"" is accurate but incomplete (doesn't name al-Arnaut's independent hasan-sahih grading)","Correct — no count established beyond ""once, when leaving""",Correct — explicitly prescribed for leaving the home,Correct (home),Accurate,Accurate,MEDIUM,Add narrator (Anas ibn Malik) to `narrator_ar`/`narrator_en`; optionally note al-Arnaut's independent hasan-sahih grading alongside al-Albani's,dorar.net/h/fbsaXG1v ; dorar.net/h/90kV0OIj ; islamicurdubooks.com hadith 5095
misc_hadith_2,Misc,allahumma-inni-audhu-bika-an-adilla-aw-udall,اللهم إني أعوذ بك أن أضل أو أُضل...,"Accurate and complete — matches the Abu Dawud 5094 / Tirmidhi 3427 wording (all four active/passive verb pairs present, ""إني"" correctly retained)","No Tashkeel present (readability only, not a wording issue)",Accurate and appropriately detailed,"Sunan Abi Dawud 5094, Jami' al-Tirmidhi 3427, al-Nasa'i 5486, Ibn Majah 3884, Musnad Ahmad 26616",Correct — Umm Salamah,Sahih (al-Albani; isnad sahih per Shu'ayb al-Arnaut); hasan sahih (al-Tirmidhi) — DITHAR's grading is accurate,Correct,"Correct — explicitly said by the Prophet ﷺ every time he left Umm Salamah's house (marfu', habitual)","Correct (home, protection)",Accurate,Accurate,— (Clean),None needed,dorar.net/hadith/sharh/145487 ; dorar.net/hadith/sharh/145508
misc_hadith_2,Misc,ruku,سبحان ربي العظيم.,"Accurate short-form wording, matches Sahih Muslim 772 (Hudhayfah's description of the Prophet's night prayer)",No Tashkeel present,**Missing entirely** — `source_ar`/`source_en` are `null`,"Sahih Muslim 772 (Book of Travelers' Prayer, chapter on qiyam al-layl)",**Missing** — narrator is Hudhayfah ibn al-Yaman,**Missing** — should be Sahih (Muslim),"No count shown — acceptable (repeated ""three times minimum"" per general fiqh consensus is a separate fiqh ruling, not itself part of this specific wording); recommend adding ""at least three times, as commonly taught"" only if sourced separately",Correct — said during ruku' in prayer,Correct (prayer),Accurate,Accurate,HIGH,"Add source_ar/source_en: ""صحيح مسلم (772) — عن حذيفة بن اليمان رضي الله عنه""",binbaz.org.sa/fatwas/9532 ; surahquran.com/Sharh-Hadith-11003.html
misc_hadith_2,Misc,sujud,سبحان ربي الأعلى.,"Accurate, same hadith as `ruku` above",No Tashkeel present,**Missing entirely** — same gap as `ruku`,Sahih Muslim 772,**Missing** — Hudhayfah ibn al-Yaman,**Missing** — should be Sahih (Muslim),No count shown — same note as `ruku`,Correct — said during sujud,Correct (prayer),Accurate,Accurate,HIGH,Same as `ruku`: add source/narrator/grade,Same as `ruku`
misc_hadith_2,Misc,between-sajdatayn,رب اغفر لي.,"**Incomplete relative to the established narration** — the hadith (Hudhayfah, via al-Nasa'i/Ibn Majah, and Muslim 772's longer chain) has the phrase said **twice**: ""رَبِّ اغْفِرْ لِي، رَبِّ اغْفِرْ لِي"". DITHAR shows it only once, with no indication of repetition. Ibn Abbas's alternate narration (""اللهم اغفر لي وارحمني واهدني وارزقني"") is a separate, longer alternative wording also authentically established — not represented at all.",No Tashkeel present,**Missing entirely** — `source_ar`/`source_en` are `null`,"al-Nasa'i, Ibn Majah, and (longer chain) Sahih Muslim 772 — narrated by Hudhayfah ibn al-Yaman; al-Hakim graded it ""meets the standard of the two Shaykhs""",**Missing** — Hudhayfah ibn al-Yaman,"**Missing** — Sahih (al-Hakim: ""‘ala shart al-Shaykhayn""; part of Muslim 772)","**Count omitted from the wording itself** — the established narration says the phrase twice, not once; this is a completeness gap, not a fabricated count",Correct — said between the two prostrations,Correct (prayer),Accurate translation of the (incomplete) displayed text,Accurate transliteration of the (incomplete) displayed text,HIGH,"Change text_ar to ""رب اغفر لي، رب اغفر لي."" (twice, per the established wording) and add source/narrator/grade. Optionally note Ibn Abbas's alternate longer wording as a documented variant.",dorar.net/hadith/sharh/137606 ; alukah.net/sharia/0/95026
misc_hadith_2,Misc,before-food,بسم الله.,"Accurate as a stand-alone phrase, but the source label is too vague to be useful (""ثابت في السنة"" = ""established in the Sunnah"")",No Tashkeel present,**Too vague** — does not name a concrete hadith,"The instruction to say ""Bismillah"" before eating is concretely documented in Sahih al-Bukhari 5376 / Sahih Muslim (hadith of 'Umar ibn Abi Salamah: ""يا غلام، سَمِّ اللَّه..."") and separately in Abu Dawud/al-Tirmidhi (Aisha, on Satan's involvement when Allah's name is not mentioned)","Missing — should cite 'Umar ibn Abi Salamah (for the ""سَمِّ اللَّه"" instruction) and/or Aisha","Sahih (Bukhari/Muslim, mutafaq 'alayh) — not stated","Correct (""once"")",Correct — explicitly prescribed before eating,Correct (food),Accurate,Accurate,MEDIUM,"Replace ""ثابت في السنة"" with a concrete citation: ""متفق عليه — صحيح البخاري (5376) وصحيح مسلم، عن عمر بن أبي سلمة رضي الله عنه""",binbaz.org.sa/audios/2960 ; alukah.net/sharia/0/108533
misc_hadith_2,Misc,forgot-tasmiyah,بسم الله أوله وآخره.,"Plausible — consistent with the well-known ""if he forgets to say Bismillah at the start, let him say..."" hadith (Abu Dawud 3767, Tirmidhi 1858, 'A'ishah)",No Tashkeel present,"Present but generic (""الترمذي، وحسنه عدد من أهل العلم"") — plausible, not independently re-verified this pass",Likely Jami' al-Tirmidhi 1858 / Sunan Abi Dawud 3767 (not confirmed live this pass),Missing — likely 'A'ishah,Not independently re-verified this pass,"Correct (""if forgotten"")",Correct,Correct (food),Accurate,Accurate,Uncertain (not independently re-verified this pass),Re-verify exact Tirmidhi/Abu Dawud number and add narrator,—
misc_hadith_2,Misc,kaffarat-al-majlis,سبحانك اللهم وبحمدك، لا إله إلا أنت...,"Well-known, matches the standard ""Kaffarat al-Majlis"" wording widely attributed to Abu Dawud 4859 / al-Tirmidhi 3433, from 'A'ishah",No Tashkeel present,"Vague (""السنن، وله طرق حكم عليها أهل العلم بالصحة/الحسن"")",Likely Sunan Abi Dawud 4859 / Jami' al-Tirmidhi 3433 (not confirmed live this pass),Missing — likely 'A'ishah,"Multiple chains, graded sahih/hasan collectively — DITHAR's description is directionally correct but not independently re-verified this pass",No count needed,Correct — said to expiate a gathering,Correct (gatherings),Accurate,Accurate,Uncertain (not independently re-verified this pass),Re-verify exact numbering/narrator and cite concretely,—
misc_hadith_2,Misc,before-sleeping,بِاسْمِكَ اللَّهُمَّ أَمُوتُ وَأَحْيَا.,Extremely well-known verbatim Bukhari wording; internally consistent,Already has Tashkeel present (unlike most of this slice) — consistent with itself,Specific and correct-looking (Sahih al-Bukhari 6324),Sahih al-Bukhari 6324,Missing narrator field (commonly Hudhayfah / al-Bara' ibn 'Azib depending on the specific narration variant — DITHAR doesn't specify which),Not independently re-verified this pass,No count needed,Correct,Correct (home),Accurate,Accurate,Uncertain (not independently re-verified this pass),Confirm exact narrator for Bukhari 6324 and add,—
misc_hadith_2,Misc,upon-waking,الْحَمْدُ لِلَّهِ الَّذِي أَحْيَانَا...,Extremely well-known verbatim Bukhari wording,Has Tashkeel,Specific (Sahih al-Bukhari 6312),Sahih al-Bukhari 6312,Missing (commonly al-Bara' ibn 'Azib / Hudhayfah),Not independently re-verified this pass,No count needed,Correct,Correct (home),Accurate,Accurate,Uncertain (not independently re-verified this pass),Confirm narrator and add,—
misc_hadith_2,Misc,after-eating,الْحَمْدُ لِلَّهِ الَّذِي أَطْعَمَنِي هَذَا...,"Well-known, widely cited to Abu Dawud/Tirmidhi (Mu'adh ibn Anas al-Juhani)",Has Tashkeel,"Vague (""سنن أبي داود والترمذي"" — no numbers)","Likely Abu Dawud 4023, Tirmidhi 3458",Missing — likely Mu'adh ibn Anas,"Reportedly hasan/da'if-with-support depending on scholar (not independently re-verified this pass — flag for careful grading check, this specific hadith has known grading disagreement in some circles)",No count needed,Correct,Correct (food),Accurate,Accurate,Uncertain (not independently re-verified this pass — grading disagreement flagged),Re-verify exact numbering and grading (disagreement reported in secondary literature),—
misc_hadith_2,Misc,after-wudu,أشهد أن لا إله إلا الله وحده...,"Extremely well-known, verbatim Sahih Muslim wording",No Tashkeel,"Present but no number (""صحيح مسلم"")",Sahih Muslim (234) commonly cited,"Missing (narrator: 'Uqbah ibn 'Amir, per common attribution)",Not independently re-verified this pass,"Correct (""once, after wudu"")",Correct,"Correct (mosque — though this dhikr is about wudu, not specifically mosque; borderline categorization, see below)",Accurate,Accurate,MEDIUM (categorization) + Uncertain (sourcing),"Add hadith number (commonly 234) and narrator; reconsider category — this is a wudu dhikr, not inherently mosque-specific (see Category audit below)",—
misc_hadith_2,Misc,entering-mosque,اللهم افتح لي أبواب رحمتك.,"Well-known, Sahih Muslim (713), narrated by Abu Humayd/Abu Usayd (Hasan) or Fatimah bint al-Husayn (different narration)",No Tashkeel,"Present, no number",Sahih Muslim 713,Missing,Not independently re-verified this pass,Correct,Correct — explicitly for entering a mosque,Correct (mosque),Accurate,Accurate,"Uncertain (not independently re-verified this pass, narrator name needs confirming)",Add number + narrator,—
misc_hadith_2,Misc,leaving-mosque,اللهم إني أسألك من فضلك.,Same hadith family as entering-mosque (paired dua),No Tashkeel,"Present, no number",Sahih Muslim 713,Missing,Not independently re-verified this pass,Correct,Correct,Correct (mosque),Accurate,Accurate,Uncertain (not independently re-verified this pass),Add number + narrator,—
misc_hadith_2,Misc,after-adhan,اللهم رب هذه الدعوة التامة...,Well-known verbatim Bukhari wording,Has Tashkeel,"Present, no number",Sahih al-Bukhari 614 (commonly cited),Missing (narrator: Jabir ibn Abdullah),Not independently re-verified this pass,No count needed,Correct — explicitly prescribed after hearing the adhan,Correct (mosque),Accurate,Accurate,Uncertain (not independently re-verified this pass),Add number (614) + narrator (Jabir),—
misc_hadith_2,Misc,sneezing-alhamdulillah,الحمد لله.,"Correct, extremely well-attested",No Tashkeel,"Present, no number",Sahih al-Bukhari 6224 (commonly cited),Missing,Not independently re-verified this pass,No count needed,Correct,Correct (gatherings),Accurate,Accurate,Uncertain (not independently re-verified this pass),Add number,—
misc_hadith_2,Misc,yarhamuk-allah,يرحمك الله.,Correct — the standard reply to a sneezer's Alhamdulillah,No Tashkeel,"Present, no number",Sahih al-Bukhari 6224 (same hadith family),Missing,Not independently re-verified this pass,No count needed,Correct,Correct (gatherings),Accurate,Accurate,Uncertain (not independently re-verified this pass),Add number,—
misc_hadith_2,Misc,yahdikum-allah,يهديكم الله ويصلح بالكم.,"Correct — the sneezer's reply when there's no Muslim present to say Yarhamukallah, or reply to a non-Muslim",No Tashkeel,"Present, no number",Sahih al-Bukhari 6224,Missing,Not independently re-verified this pass,No count needed,"**Needs contextual qualification** — this phrase is specifically the reply given when the sneezer is a non-Muslim (or when no ""yarhamuk Allah"" was said) — not a generic gatherings phrase interchangeable with the two above; DITHAR's flat ""gatherings"" categorization loses this context",Needs qualification (see occasion note),Accurate,Accurate,MEDIUM (occasion under-specified),Add hadith number; add occasion note clarifying this is the reply used specifically when the sneezer is not a believer / no one said yarhamukallah,—
misc_hadith_2,Misc,when-wind-blows,اللهم إني أسألك خيرها...,"Well-known, verbatim Bukhari/Muslim wording, narrator ('A'ishah) already correctly present",Has Tashkeel,"Present, no number, but narrator correctly named — better-documented than most rows above",Sahih al-Bukhari 3206 / Sahih Muslim 899 (commonly cited),**Present and correct** ('A'ishah),Not independently re-verified this pass,No count needed,Correct — explicitly prescribed when wind blows/storms,Correct (weather),Accurate,Accurate,Uncertain (not independently re-verified this pass — numbers only),Add specific hadith numbers,—
misc_hadith_2,Misc,istiftah,سبحانك اللهم وبحمدك، وتبارك اسمك...,Accurate — matches the Abu Dawud 775/Tirmidhi 243/Ibn Majah 806/Nasa'i 899 (via 'A'ishah) wording verbatim,No Tashkeel,"**Too vague** (""الأحاديث الصحيحة في الاستفتاح"" — ""the authentic hadiths on istiftah"")","Sunan Abi Dawud 775, Jami' al-Tirmidhi 243, Ibn Majah 806, al-Nasa'i 899",**Missing** — 'A'ishah,"Sahih (multiple collections); note this specific istiftah is also reported as 'Umar's own practice (mawquf) in a Sahih Muslim chapter — worth noting the marfu'/mawquf nuance per spec section 12 rather than a flat ""sahih""",No count needed,Correct — opening of prayer,Correct (prayer),Accurate,Accurate,HIGH,"Replace vague source with concrete citation: ""سنن أبي داود (775)، والترمذي (243)، وابن ماجه (806)، والنسائي (899) — عن عائشة رضي الله عنها""; add narrator",ar.islamway.net/lesson/206247 ; binbaz.org.sa/fatwas/8804
misc_hadith_2,Misc,before-salam-audhu,اللهم إني أعوذ بك من عذاب جهنم...,"Well-known, verbatim Sahih Muslim wording",Has Tashkeel,"Present, no number",Sahih Muslim 588 (commonly cited),Missing,Not independently re-verified this pass,No count needed,Correct — prescribed before the final salam,Correct (prayer),Accurate,Accurate,Uncertain (not independently re-verified this pass),Add number (588),—
misc_hadith_2,Misc,allahumma-aini-ala-dhikrik,اللهم أعني على ذكرك وشكرك...,"Well-cited already, specific number given",Has Tashkeel,Good — specific and detailed,"Abu Dawud 1522, al-Nasa'i, Ibn Khuzaymah",Present (Mu'adh ibn Jabal),Present (al-Albani: sahih),Correct,Correct (prayer),Correct,Accurate,Accurate,Uncertain (not independently re-verified this pass — citation is already well-detailed and plausible),None urgent; optional re-verification,—
misc_hadith_2,Misc,allahumma-audhu-biridaka-min-sakhatik,اللهم أعوذ برضاك من سخطك...,"Well-cited, specific number",Has Tashkeel,Good,Sahih Muslim 486,"Missing narrator (the hadith is widely attributed to 'A'ishah, part of the Prophet's night-prayer prostration dua)",Present (Sahih Muslim — inherently sahih),Correct,"**Occasion good** — DITHAR itself notes ""in prostration (within the context of night prayer),"" but the record's `categories` list it under ""prayer, protection"" generically rather than specifically as a sujud/qiyam al-layl dua — mildly under-specified but not wrong",Acceptable general placement (prayer),Accurate,Accurate,Uncertain (not independently re-verified this pass) + LOW (narrator not stated despite being knowable),Add narrator ('A'ishah),—
misc_hadith_2,Misc,allahumma-inni-asaluka-fil-al-khayrat,اللهم إني أسألك فعل الخيرات...,"Well-cited, specific numbers and grading (sahih li-ghayrihi) already correctly nuanced — this is a GOOD example of proper grading nuance per spec section 12",Has Tashkeel,Good,Jami' al-Tirmidhi 3233; graded sahih li-ghayrihi by al-Albani in Sahih al-Targhib 3192,Missing (commonly attributed to 'Ammar ibn Yasir),"**Present and properly nuanced** (""sahih li-ghayrihi"" — not flattened to plain ""sahih"")",Correct,Correct,"Correct (prayer, comprehensive)",Accurate,Accurate,"Uncertain (not independently re-verified this pass, but this record's grading nuance is exemplary)",Add narrator ('Ammar ibn Yasir),—
misc_hadith_2,Misc,allahumma-hasibni-hisaban-yasiran,اللهم حاسبني حسابًا يسيرًا.,"Well-cited, two specific numbers, narrator present, plus an unusually good `note_ar`/`note_en` explaining the hadith's own follow-up dialogue about ""easy reckoning""",Has Tashkeel,Excellent — one of the best-documented records in this slice,"Sahih al-Bukhari 6536, Sahih Muslim 2876",Present ('A'ishah),Not independently re-verified this pass (but numbers/narrator internally consistent and plausible),Correct,"Correct — DITHAR's own note correctly distinguishes ""occurs within the context of his ﷺ prayer"" rather than overclaiming a fixed prescribed moment",Correct (prayer),Accurate,Accurate,Uncertain (not independently re-verified this pass) — this record is a model example of good practice,None urgent,—
misc_hadith_2,Misc,dua-al-istikharah,اللهم إني أستخيرك بعلمك...,"Well-cited, specific number, narrator present, and the note correctly explains the ""or he said"" (aw qala) ambiguity present in the actual hadith text and the substitution convention — exemplary handling of a long hadith",Has Tashkeel,Excellent,Sahih al-Bukhari 6382,Present (Jabir ibn Abdullah),Not independently re-verified this pass (plausible),"Correctly described as ""once... no fixed repetition count for the dua itself""","Correctly qualified (preceded by two rak'ahs, per the hadith)",Correct (istikharah),Accurate,Accurate,Uncertain (not independently re-verified this pass) — exemplary record,None urgent,—
misc_hadith_2,Misc,allahumma-inni-audhu-bika-min-al-matham-wal-maghram,اللهم إني أعوذ بك من المأثم والمغرم.,"Well-cited, two specific numbers, narrator present",Has Tashkeel,Good,"Sahih al-Bukhari 2397, Sahih Muslim 589",Present ('A'ishah),Not independently re-verified this pass,Correct,Correct,"Correct (debtRizq, protection)",Accurate,Accurate,Uncertain (not independently re-verified this pass),None urgent,—
misc_hadith_2,Misc,allahumma-ikfini-bihalalika-an-haramik,اللهم اكفني بحلالك عن حرامك...,Well-cited,Has Tashkeel,Good,Jami' al-Tirmidhi 3563,Present ('Ali ibn Abi Talib),"Present (hasan, al-Albani)",Correct,Correct,Correct (debtRizq),Accurate,Accurate,Uncertain (not independently re-verified this pass),None urgent,—
misc_hadith_2,Misc,allahumma-inni-asaluka-min-fadlika-warahmatik,اللهم إني أسألك من فضلك ورحمتك...,"Well-cited, unusual (non-canonical-six) source correctly identified as such",Has Tashkeel,"**Good and appropriately cautious** — cites al-Tabarani's al-Mu'jam al-Kabir and Abu Nu'aym's Hilyat al-Awliya' (not one of the six canonical books), which is itself worth flagging as a lower-tier source than Bukhari/Muslim even though graded sahih by al-Albani in a specific Silsilah volume",al-Mu'jam al-Kabir 10379; Hilyat al-Awliya',Present (Ibn Mas'ud),"Present, correctly attributed to a single grader (al-Albani, Silsilah al-Sahihah 1543) rather than falsely implying broad consensus — good practice, but per spec section 12, single-scholar gradings on non-canonical-collection hadith deserve a touch more caution/qualification than ""sahih"" alone conveys",Correct,Correct,Correct (debtRizq),Accurate,Accurate,LOW-MEDIUM,"Consider qualifying grade as ""graded sahih by al-Albani (single-scholar assessment on a non-canonical-collection narration)"" rather than an unqualified ""sahih""",—
misc_hadith_2,Misc,ya-muqallib-al-qulub-thabbit-qalbi,يا مقلب القلوب، ثبت قلبي على دينك.,"Well-cited, specific number, narrator present",Has Tashkeel,Good,Jami' al-Tirmidhi 2140,Present (Umm Salamah),"Present (hasan by Tirmidhi, sahih by al-Albani — appropriately shows both)",Correct,Correct,Correct (guidance),Accurate,Accurate,Uncertain (not independently re-verified this pass) — good grading practice already,None urgent,—
